ids,street,locale
060372084012_060372085023,Beverly Boulevard,Los Angeles
060372084012_060372085022,South Alvarado Street,Los Angeles
060372084012_060372089042,West 3rd Street,Los Angeles
060372084012_060372088011,West 3rd Street,Los Angeles
060372084012_060372085011,Beverly Boulevard,Los Angeles
060372084012_060372089031,West 3rd Street,Los Angeles
060372084012_060372089032,West 3rd Street,Los Angeles
060372611021_060372611022,Summitridge Drive,Beverly Hills
060371439011_060372611021,Mulholland Drive,Beverly Hills
060372611021_060377007001,Summitridge Place,Beverly Hills
060372611012_060372611021,North Beverly Drive,Beverly Hills
060371439022_060372611021,Mulholland Drive,Beverly Hills
060371417002_060372611022,Mulholland Drive,Los Angeles
060372611022_060377007001,Benedict Canyon Drive,Beverly Hills
060371439022_060372611022,Mulholland Drive,Beverly Hills
060372611022_060372612002,Benedict Canyon Drive,Beverly Hills
060371313003_060371313004,White Oak Avenue,Los Angeles
060371313004_060371319004,White Oak Avenue,Los Angeles
060371313004_060371318001,Hesperia Avenue,Los Angeles
060371312002_060371313004,White Oak Avenue,Los Angeles
060371313004_060371314002,Keswick Street,Los Angeles
060371313004_060371318002,Lindley Avenue,Los Angeles
060374635001_060374635003,East Del Mar Boulevard,Pasadena
060374635002_060374635003,East California Boulevard,Pasadena
060374623022_060374635003,North Wilson Avenue,Pasadena
060374623021_060374635003,North Wilson Avenue,Pasadena
060374635003_060374636013,East Colorado Boulevard,Pasadena
060374635003_060374640002,East California Boulevard,Pasadena
060374622021_060374635003,East Colorado Boulevard,Pasadena
060374635001_060374635002,East Del Mar Boulevard,Pasadena
060374623022_060374635001,North Wilson Avenue,Pasadena
060374623023_060374635001,East Colorado Boulevard,Pasadena
060374623021_060374635001,North Michigan Avenue,Pasadena
060374634003_060374635001,San Pasqual Street,Pasadena
060374627004_060374635001,East Colorado Boulevard,Pasadena
060371283031_060371283032,Van Nuys Boulevard,Los Angeles
060371283032_060371286012,Van Nuys Boulevard,Los Angeles
060371283032_060371284003,Kester Avenue,Los Angeles
060371283032_060371284002,Kester Avenue,Los Angeles
060371283032_060371284001,Cedros Avenue,Los Angeles
060371283021_060371283032,Erwin Street,Los Angeles
060371283022_060371283032,Cedros Avenue,Los Angeles
060371282101_060371283032,Van Nuys Boulevard,Los Angeles
060371282102_060371283032,Van Nuys Boulevard,Los Angeles
060371278061_060371283031,Van Nuys Boulevard,Los Angeles
060371283022_060371283031,Cedros Avenue,Los Angeles
060371282101_060371283031,Van Nuys Boulevard,Los Angeles
060371282102_060371283031,Van Nuys Boulevard,Los Angeles
060371281022_060371283031,Van Nuys Boulevard,Los Angeles
060371313002_060371313003,White Oak Avenue,Los Angeles
060371312003_060371313003,White Oak Avenue,Los Angeles
060371312002_060371313003,White Oak Avenue,Los Angeles
060371313003_060371314001,Lindley Avenue,Los Angeles
060371313003_060371314002,Lindley Avenue,Los Angeles
060375319011_060375319013,East Hereford Drive,East Los Angeles
060375319011_060375319012,Allston Street,East Los Angeles
060375319011_060375319014,Ferguson Drive,Commerce
060375318001_060375319011,Whittier Boulevard,East Los Angeles
060375318002_060375319011,South Hendricks Avenue,East Los Angeles
060375319011_060375323033,Simmons Avenue,Commerce
060375317012_060375319011,Whittier Boulevard,East Los Angeles
060375319012_060375319013,West Northside Drive,East Los Angeles
060375319013_060375319014,East Hereford Drive,East Los Angeles
060375319013_060375319021,West Northside Drive,East Los Angeles
060375319013_060375319022,Southside Drive,East Los Angeles
060375319013_060375319023,Southside Drive,East Los Angeles
060375318003_060375319012,Whittier Boulevard,East Los Angeles
060375318002_060375319012,Whittier Boulevard,East Los Angeles
060375319012_060375319021,West Northside Drive,East Los Angeles
060375319012_060375319022,West Northside Drive,East Los Angeles
060375319014_060375319022,Southside Drive,East Los Angeles
060375319014_060375319023,Ferguson Drive,East Los Angeles
060375319014_060375323033,Ferguson Drive,Commerce
060373003013_060373003015,Foothill Boulevard,Glendale
060373003012_060373003015,Lauderdale Avenue,Glendale
060373003015_060373004006,Foothill Boulevard,Glendale
060373003015_060373004004,Foothill Boulevard,Glendale
060371013001_060373003015,Lowell Avenue,Los Angeles
060373003011_060373003014,Santa Carlotta Street,Glendale
060373003013_060373003014,Santa Carlotta Street,Glendale
060373003012_060373003014,Paraiso Way,Glendale
060373003011_060373003016,Pennsylvania Avenue,La Crescenta-Montrose
060373003013_060373003016,New York Avenue,Glendale
060373003016_060373004003,New York Avenue,Glendale
060373003016_060373005013,Foothill Boulevard,Glendale
060373003016_060373004001,New York Avenue,Glendale
060373002005_060373003016,Foothill Boulevard,Glendale
060373001004_060373003016,Pennsylvania Avenue,La Crescenta-Montrose
060373003011_060373003013,Santa Carlotta Street,Glendale
060373003011_060373003012,North Hidden Trail,Glendale
060373003011_060379301011,Cresenta View Trail,Glendale
060373003011_060379800261,Rim of the Valley Trail,Glendale
060373001004_060373003011,Pennsylvania Avenue,La Crescenta-Montrose
060373001001_060373003011,Hopeton Road,La Crescenta-Montrose
060371013001_060373003011,Sky View Lane,Glendale
060373003012_060373003013,Santa Carlotta Street,Glendale
060373003013_060373004003,Foothill Boulevard,Glendale
060373003013_060373004001,New York Avenue,Glendale
060373003013_060373004004,Foothill Boulevard,Glendale
060371013001_060373003012,Lowell Avenue,Glendale
060375501004_060375501005,Norwalk Boulevard,Norwalk
060375501005_060375501006,Norwalk Boulevard,Norwalk
060375501003_060375501005,Norwalk Boulevard,Norwalk
060375501005_060375522002,Imperial Highway,Norwalk
060375501005_060375523011,Imperial Highway,Norwalk
060375500001_060375501005,Imperial Highway,Norwalk
060375501004_060375501006,Arlee Avenue,Norwalk
060375501003_060375501004,Norwalk Boulevard,Norwalk
060375501001_060375501006,Pluton Street,Norwalk
060375501003_060375501006,Arlee Avenue,Norwalk
060375501002_060375501006,Pantheon Street,Norwalk
060375501006_060375502022,Pioneer Boulevard,Norwalk
060375501006_060375522002,Imperial Highway,Norwalk
060375501006_060375523011,Imperial Highway,Norwalk
060375501006_060375520021,Imperial Highway,Norwalk
060375501006_060375502011,Pioneer Boulevard,Norwalk
060375501006_060375502012,Pioneer Boulevard,Norwalk
060375028021_060375501006,Lakeland Road,Norwalk
060375501001_060375501002,Pluton Street,Norwalk
060375028021_060375501001,Lakeland Road,Norwalk
060375028022_060375501001,Norwalk Boulevard,Santa Fe Springs
060375501002_060375501003,Norwalk Boulevard,Norwalk
060375500001_060375501003,Norwalk Boulevard,Norwalk
060375028022_060375501002,Norwalk Boulevard,Santa Fe Springs
060375500001_060375501002,Norwalk Boulevard,Norwalk
060374086262_060374086263,Albatross Road,Rowland Heights
060374082111_060374086262,Colima Road,Rowland Heights
060374086263_060374086282,Tomich Road,Hacienda Heights
060374086263_060374086283,Colima Road,Hacienda Heights
060374086263_060374086271,Tomich Road,Hacienda Heights
060374086231_060374086263,Colima Road,Hacienda Heights
060374082111_060374086263,Colima Road,Rowland Heights
060371171011_060371171012,Noble Avenue,Los Angeles
060371171011_060371193201,Nordhoff Street,Los Angeles
060371171011_060371201081,Nordhoff Street,Los Angeles
060371171011_060371175101,Nordhoff Street,Los Angeles
060371171011_060371193102,Plummer Street,Los Angeles
060371171011_060371171021,Plummer Street,Los Angeles
060371171011_060371171022,Lemona Avenue,Los Angeles
060371171012_060371175101,Sepulveda Boulevard,Los Angeles
060371171012_060371171022,Plummer Street,Los Angeles
060371171012_060371172011,Tupper Street,Los Angeles
060371171012_060371172012,Sepulveda Boulevard,Los Angeles
060372144001_060372145012,Beverly Boulevard,Los Angeles
060372144003_060372145012,Beverly Boulevard,Los Angeles
060372144002_060372145012,Beverly Boulevard,Los Angeles
060372145012_060372146001,North Fairfax Avenue,Los Angeles
060372145012_060372146002,West 3rd Street,Los Angeles
060372145012_060372145022,South Burnside Avenue,Los Angeles
060372140001_060372145012,Beverly Boulevard,Los Angeles
060371945001_060372145012,North Fairfax Avenue,Los Angeles
060372140002_060372145012,West 3rd Street,Los Angeles
060372145011_060372145012,West 3rd Street,Los Angeles
060372145012_060372145013,West 3rd Street,Los Angeles
060372047003_060372051101,East 8th Street,Los Angeles
060372051101_060372060501,Soto Street,Los Angeles
060372048201_060372051101,East 8th Street,Los Angeles
060372051101_060372051202,Hostetter Street,Los Angeles
060372051101_060372051201,Glenn Avenue,Los Angeles
060374800022_060374800023,North Vista Street,San Gabriel
060374800021_060374800022,Sunnyslope Drive,San Gabriel
060374800022_060374800123,Longden Avenue,San Gabriel
060374800022_060374800124,Ardendale Avenue,San Gabriel
060374800022_060374801021,Longden Avenue,San Gabriel
060374800022_060374801023,Longden Avenue,San Gabriel
060374800022_060374800112,Duarte Road,San Gabriel
060374800021_060374800023,North Vista Street,San Gabriel
060374642004_060374800023,Duarte Road,San Marino
060374800023_060374801021,Longden Avenue,San Gabriel
060374800023_060374801023,Longden Avenue,San Gabriel
060374800023_060374802022,North San Gabriel Boulevard,San Gabriel
060374642002_060374800021,North San Gabriel Boulevard,San Gabriel
060374642003_060374800021,North San Gabriel Boulevard,San Gabriel
060374642004_060374800021,South San Gabriel Boulevard,San Marino
060371154041_060371154042,Geyser Avenue,Los Angeles
060371154042_060371310101,Roscoe Boulevard,Los Angeles
060371154042_060371310102,Roscoe Boulevard,Los Angeles
060371154031_060371154042,Malden Street,Los Angeles
060371154042_060371314001,Malden Street,Los Angeles
060371154041_060371316001,Roscoe Boulevard,Los Angeles
060371154041_060371310101,Roscoe Boulevard,Los Angeles
060371154041_060371310102,Roscoe Boulevard,Los Angeles
060371153021_060371154041,Wilbur Avenue,Los Angeles
060371152023_060371154041,Reseda Boulevard,Los Angeles
060371152022_060371154041,Wilbur Avenue,Los Angeles
060371154031_060371154041,Reseda Boulevard,Los Angeles
060371153012_060371154041,Wilbur Avenue,Los Angeles
060372731001_060372731003,Lake Street,Los Angeles
060372731003_060372732002,Pacific Coast Highway,Los Angeles
060372731003_060372732003,Pacific Coast Highway,Los Angeles
060372731003_060372732001,Lincoln Boulevard,Los Angeles
060372731002_060372731003,Lake Street,Los Angeles
060372216011_060372216012,Budlong Avenue,Los Angeles
060372216011_060372217101,West Adams Boulevard,Los Angeles
060372216011_060372218101,West Adams Boulevard,Los Angeles
060372216011_060372218102,West Adams Boulevard,Los Angeles
060372216011_060372222001,Budlong Avenue,Los Angeles
060372216011_060372216021,Christopher Columbus Transcontinental Highway,Los Angeles
060372216011_060372216022,Christopher Columbus Transcontinental Highway,Los Angeles
060372731001_060372732001,Lincoln Boulevard,Los Angeles
060372731001_060372731002,Lake Street,Los Angeles
060372731001_060377022021,Dewey Street,Santa Monica
060372731001_060377022023,Dewey Street,Santa Monica
060372731001_060377022024,Dewey Street,Santa Monica
060372714002_060372731001,Morningside Way,Los Angeles
060372714003_060372731001,Morningside Way,Los Angeles
060372731001_060377023002,Walgrove Avenue,Los Angeles
060372172001_060372172004,West 12th Street,Los Angeles
060372172001_060372181101,Venice Boulevard,Los Angeles
060372172001_060372172002,South Tremaine Avenue,Los Angeles
060372128003_060372172001,Pico Boulevard,Los Angeles
060372128002_060372172001,Pico Boulevard,Los Angeles
060372172001_060372182201,Venice Boulevard,Los Angeles
060372172001_060372182202,Venice Boulevard,Los Angeles
060372161002_060372172001,South Rimpau Boulevard,Los Angeles
060374825031_060374825032,Graves Avenue,Rosemead
060374825021_060374825032,Del Mar Avenue,Rosemead
060374825032_060374825213,Del Mar Avenue,Rosemead
060374823042_060374825032,Garvey Avenue,Rosemead
060374823041_060374825032,Del Mar Avenue,Rosemead
060372172003_060372172004,San Vicente Boulevard,Los Angeles
060372172002_060372172003,Venice Boulevard,Los Angeles
060372162005_060372172003,South Redondo Boulevard,Los Angeles
060372162002_060372172003,West 12th Street,Los Angeles
060372171001_060372172003,South Redondo Boulevard,Los Angeles
060372171002_060372172003,Pico Boulevard,Los Angeles
060372161003_060372172003,West 12th Street,Los Angeles
060372172003_060372183002,South Redondo Boulevard,Los Angeles
060372172003_060372183003,South Redondo Boulevard,Los Angeles
060372172002_060372172004,San Vicente Boulevard,Los Angeles
060372162002_060372172004,West 12th Street,Los Angeles
060372161002_060372172004,West 12th Street,Los Angeles
060372161003_060372172004,West 12th Street,Los Angeles
060376201011_060376201012,East Walnut Avenue,El Segundo
060376201011_060376201021,East Mariposa Avenue,El Segundo
060376201011_060376201013,Main Street,El Segundo
060376200023_060376201011,East Mariposa Avenue,El Segundo
060376201011_060379800281,Imperial Highway,Los Angeles
060374064021_060374064022,South Hollenbeck Street,West Covina
060374064021_060374064023,South Hollenbeck Street,West Covina
060374064021_060374064122,South Citrus Street,West Covina
060374064021_060374080051,South Hollenbeck Street,West Covina
060374063002_060374064021,East Vine Avenue,West Covina
060374064022_060374064023,East Vine Avenue,West Covina
060374064022_060374064122,East Cameron Avenue,West Covina
060374064022_060374080051,South Hollenbeck Street,West Covina
060374064022_060374065002,East Cameron Avenue,West Covina
060374064022_060374066011,South Azusa Avenue,West Covina
060374064023_060374080052,South Azusa Avenue,West Covina
060374064023_060374080051,East Merced Avenue,West Covina
060374064023_060374066012,South Azusa Avenue,West Covina
060374064023_060374066011,South Azusa Avenue,West Covina
060372641021_060377011001,Chenault Street,Los Angeles
060372641021_060372641031,South Westgate Avenue,Los Angeles
060372641021_060372654102,South Barrington Place,Los Angeles
060372640002_060372641021,Granville Avenue,Los Angeles
060372623021_060372641021,South Barrington Avenue,Los Angeles
060379203222_060379203223,Avenue Rotella,Santa Clarita
060379203221_060379203222,Lyons Avenue,Santa Clarita
060379203222_060379203361,Orchard Village Road,Santa Clarita
060379203131_060379203222,Lyons Avenue,Santa Clarita
060379203222_060379203313,Orchard Village Road,Santa Clarita
060379203122_060379203222,Peachland Avenue,Santa Clarita
060379203223_060379203361,Lyons Avenue,Santa Clarita
060379203122_060379203223,Avenue Rotella,Santa Clarita
060379203221_060379203361,Orchard Village Road,Santa Clarita
